0.0,-3.26570525E-06
0.569495439529419,-2.40732080E-07
1.1266648769378662,-1.44999305E-05
1.6841046810150146,-1.75700999E-05
2.242032289505005,-1.56117693E-05
2.843334436416626,+5.14772538E-06
3.400514602661133,+3.46324615E-06
3.957566499710083,-1.36555128E-05
4.514866352081299,-1.99581760E-05
5.072390556335449,-6.29577194E-06
5.63164210319519,-2.32464909E-06
6.228067636489868,+1.10089120E-06
6.786869049072266,-1.17415949E-05
7.343777179718018,-1.23993731E-05
7.901227235794067,-3.31428957E-06
8.458817720413208,+2.84213664E-06
9.018365621566772,-1.16319114E-05
9.61362338066101,-2.01918786E-05
10.17058277130127,-8.61949913E-06
10.727498531341553,-2.46517025E-07
11.28459358215332,-8.64180920E-06
11.841524124145508,-1.85516277E-05
12.398635864257812,-2.96371268E-06
12.994937419891357,+5.73746712E-07
13.55362868309021,-5.23694260E-06
14.111067295074463,-1.77095840E-05
14.668200731277466,-8.55886092E-06
15.225293636322021,+1.16330407E-06
15.783247470855713,-2.20735991E-06
16.380167484283447,-2.20845467E-05
16.937718391418457,-1.04313854E-05
